rho_0,alpha,device,mean_error,error_list
40.0,4.5,10CE,6.39,"[8.6, 0.0, 13.2, 8.85, 11.1, 13.37, 9.53, 11.65, 5.9, 10.54, 35.66, 3.9, 4.6, 13.58, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 9.32, 29.56, 3.05, 5.02, 27.78, 2.3, 4.6, 2.0, 22.82, 4.6, 0.0, 2.2, 4.4, 6.6, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 5.02, 3.05, 0.0, 19.02, 2.3, 0.0, 17.08, 2.3, 2.0, 5.02, 3.05, 2.0, 7.56, 4.61, 4.0, 11.38, 3.05, 10.5, 7.6, 3.05, 2.0, 7.85, 4.7, 2.21, 5.02, 3.05, 2.0, 5.02, 2.3, 0.0, 5.02, 2.3, 0.0, 4.6, 3.05, 0.0, 6.0, 6.43, 7.56, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.01, 4.79, 4.79, 3.26, 4.79, 3.11, 2.3, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 18.7, 3.05, 5.02, 16.7, 2.3, 5.02, 14.7, 3.05, 15.4, 5.9, 6.11, 6.76, 7.73, 7.1, 7.28, 8.68, 9.55, 6.79, 6.99, 6.61, 6.9, 7.18, 7.18, 6.4, 6.71, 5.55, 3.83, 2.22, 1.3, 5.4, 3.6, 1.8, 0.0, 6.82, 2.12, 2.12, 6.68, 7.49, 7.85]"
40.0,4.5,1210,4.92,"[8.6, 0.0, 2.3, 8.85, 11.1, 13.37, 9.53, 11.65, 4.0, 5.02, 3.05, 2.0, 4.6, 2.3, 1.9, 12.6, 12.81, 4.6, 10.4, 10.65, 11.37, 8.1, 8.42, 9.32, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 0.0, 2.2, 4.4, 6.6, 2.0, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 0.0, 6.1, 3.05, 2.0, 5.02, 2.3, 2.0, 5.02, 3.05, 2.0, 9.57, 2.3, 2.0, 7.85, 2.3, 2.21, 4.6, 2.3, 2.0, 4.6, 2.3, 2.0, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 6.0, 6.43, 5.02, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.22, 4.79, 4.79, 7.15, 4.79, 3.11, 2.3, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 14.7, 14.88, 15.4, 6.76, 7.73, 8.68, 9.55, 7.12, 6.71, 6.61, 6.9, 6.9, 7.18, 6.4, 6.71, 5.55, 3.83, 2.22, 1.3, 5.4, 3.6, 1.8, 1.3, 6.82, 6.82, 7.57, 6.68, 7.49, 7.94]"
40.0,4.5,1211,5.4,"[2.0, 4.3, 6.6, 2.9, 6.83, 6.0, 5.87, 4.61, 4.0, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 9.32, 2.0, 3.05, 5.02, 8.0, 2.3, 4.6, 6.0, 3.05, 5.02, 0.0, 2.2, 2.0, 2.97, 4.0, 4.57, 4.6, 2.3, 0.0, 5.02, 2.3, 18.5, 5.02, 3.05, 2.0, 6.1, 4.61, 4.0, 13.25, 12.68, 6.0, 11.38, 10.71, 10.5, 9.57, 2.3, 0.0, 6.08, 2.3, 0.0, 4.6, 2.3, 2.0, 4.6, 2.3, 2.0, 5.02, 3.05, 0.0, 4.6, 3.05, 2.0, 6.0, 6.43, 7.56, 4.61, 6.1, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 9.97, 4.79, 4.3, 6.8, 9.24, 3.11, 3.11, 6.4, 4.2, 2.1, 0.0, 20.7, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 17.32, 14.7, 3.05, 15.4, 5.14, 8.35, 3.3, 5.0, 6.6, 6.84, 6.71, 6.61, 6.9, 6.9, 7.18, 6.4, 6.71, 5.55, 3.6, 2.22, 0.0, 5.4, 3.83, 2.22, 1.3, 6.82, 2.12, 6.91, 6.68, 7.49, 6.55]"
40.0,4.5,1212,5.95,"[13.2, 8.85, 11.1, 13.37, 9.53, 11.65, 4.0, 10.54, 12.49, 3.9, 5.07, 2.3, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 7.64, 2.0, 3.05, 5.02, 0.0, 3.05, 4.6, 2.0, 2.3, 5.02, 0.0, 2.2, 4.4, 6.6, 2.0, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 4.6, 2.3, 0.0, 4.6, 2.3, 0.0, 5.02, 3.05, 2.0, 6.1, 3.05, 2.0, 13.25, 2.3, 0.0, 11.38, 10.71, 4.0, 9.57, 2.3, 2.0, 7.85, 2.3, 2.21, 4.6, 2.3, 2.0, 4.6, 2.3, 0.0, 6.1, 2.3, 0.0, 6.1, 3.05, 0.0, 6.0, 6.43, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 6.22, 4.3, 2.9, 6.8, 4.79, 3.11, 2.3, 6.7, 4.2, 2.1, 0.0, 20.7, 4.61, 5.02, 18.7, 18.84, 5.02, 16.7, 2.3, 4.6, 14.7, 14.88, 15.4, 6.76, 7.73, 7.1, 7.28, 9.55, 11.08, 6.71, 6.89, 6.9, 6.9, 7.18, 6.4, 14.18, 5.55, 3.83, 2.22, 0.0, 5.4, 3.6, 0.0, 6.82, 7.57, 7.57, 12.47, 10.8, 7.94]"
40.0,4.5,121D,5.79,"[8.6, 0.0, 13.2, 8.85, 11.1, 13.37, 9.53, 11.65, 4.0, 10.54, 12.49, 14.54, 4.6, 3.06, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 9.32, 2.0, 3.05, 5.02, 0.0, 3.05, 4.6, 2.0, 6.43, 4.6, 0.0, 2.2, 4.4, 6.6, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 17.08, 2.3, 2.0, 5.02, 3.05, 2.0, 13.25, 12.68, 12.5, 11.38, 4.61, 4.0, 9.57, 2.3, 2.0, 7.85, 2.3, 4.2, 4.6, 2.3, 2.0, 4.6, 2.3, 0.0, 5.02, 2.3, 2.0, 6.1, 3.05, 0.0, 6.0, 6.43, 5.02, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.01, 4.79, 4.3, 6.8, 4.97, 3.11, 3.11, 6.4, 4.2, 2.1, 0.0, 24.33, 4.61, 5.02, 2.0, 3.05, 5.02, 16.7, 2.3, 4.6, 14.7, 3.05, 5.02, 5.9, 6.11, 6.76, 7.73, 7.1, 7.28, 7.83, 8.68, 9.55, 7.12, 6.71, 6.61, 6.71, 6.9, 6.71, 6.4, 6.4, 5.55, 3.83, 2.22, 0.0, 5.4, 3.6, 1.8, 0.0, 6.61, 6.82, 6.61, 6.68, 6.62, 7.94]"
40.0,4.5,1F61,5.08,"[2.0, 0.0, 8.0, 4.7, 6.43, 6.0, 5.02, 4.61, 5.9, 6.11, 3.05, 2.0, 5.07, 3.06, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 5.14, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 22.7, 2.3, 4.6, 0.0, 2.2, 4.4, 2.97, 4.83, 4.57, 4.0, 4.57, 5.95, 5.02, 2.3, 2.0, 5.02, 2.3, 0.0, 5.02, 3.05, 0.0, 6.1, 4.61, 2.0, 4.6, 4.61, 6.0, 4.6, 3.05, 4.0, 5.02, 2.3, 0.0, 4.6, 3.05, 0.0, 5.02, 2.3, 2.0, 4.6, 3.05, 0.0, 5.02, 2.3, 2.0, 4.6, 3.05, 2.0, 6.0, 6.43, 7.56, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.01, 4.79, 4.3, 7.15, 4.79, 3.11, 2.3, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 18.7, 3.05, 5.02, 0.0, 2.3, 4.6, 14.7, 14.88, 5.02, 5.93, 3.81, 5.35, 36.96, 7.13, 4.53, 5.88, 6.6, 6.79, 6.71, 6.61, 6.71, 6.71, 7.18, 6.4, 6.4, 5.4, 3.83, 1.8, 0.0, 5.55, 3.83, 2.22, 0.0, 6.82, 6.82, 7.57, 6.68, 6.62, 6.55]"
40.0,4.5,2005,5.44,"[8.6, 4.3, 6.6, 2.9, 11.1, 6.0, 9.53, 11.65, 4.0, 10.54, 4.58, 2.0, 4.6, 2.3, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 4.6, 2.0, 3.05, 5.02, 27.78, 3.05, 4.6, 6.0, 3.05, 5.02, 0.0, 2.2, 4.4, 6.6, 2.0, 2.97, 4.83, 6.9, 4.57, 7.72, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 0.0, 5.02, 3.05, 2.0, 5.02, 4.61, 12.5, 11.38, 4.61, 4.0, 9.57, 2.3, 0.0, 4.92, 2.3, 4.2, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 6.0, 6.43, 7.56, 4.0, 4.61, 6.1, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.01, 4.79, 4.79, 6.8, 4.79, 3.11, 2.3, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 14.7, 3.05, 15.4, 5.9, 6.11, 6.76, 7.73, 7.1, 7.28, 7.83, 8.68, 9.55, 7.12, 6.71, 6.61, 7.55, 6.9, 7.18, 6.4, 14.22, 5.55, 3.83, 2.22, 0.0, 5.4, 3.6, 1.8, 0.0, 6.82, 6.82, 7.57, 12.47, 10.8, 9.27]"
40.0,4.5,2055,5.57,"[8.6, 0.0, 13.2, 8.85, 11.1, 13.37, 9.53, 11.65, 5.9, 10.54, 4.58, 2.0, 4.6, 3.06, 1.9, 12.6, 2.3, 4.6, 10.4, 10.65, 11.37, 8.1, 8.42, 9.32, 29.56, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.2, 4.4, 2.0, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 4.6, 2.3, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 0.0, 5.02, 3.05, 2.0, 5.02, 3.05, 2.0, 6.1, 2.3, 2.0, 5.02, 2.3, 0.0, 4.6, 2.3, 0.0, 4.6, 3.05, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 2.0, 6.1, 3.05, 0.0, 6.0, 6.43, 5.02, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 9.97, 4.79, 7.15, 4.79, 3.11, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 18.7, 18.84, 5.02, 16.7, 2.3, 17.32, 14.7, 14.88, 15.4, 5.9, 6.76, 7.73, 7.1, 9.55, 6.79, 6.71, 6.61, 7.55, 6.9, 7.18, 6.4, 6.4, 5.55, 3.83, 1.8, 1.3, 5.4, 3.6, 2.22, 0.0, 6.61, 6.82, 6.82, 6.68, 6.62, 7.94]"
40.0,4.75,1002,4.71,"[2.0, 0.0, 8.0, 2.9, 2.0, 6.0, 4.56, 3.05, 4.0, 5.02, 4.58, 2.0, 5.07, 3.06, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 5.1, 8.1, 8.42, 5.14, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 2.97, 4.83, 6.9, 0.0, 4.4, 6.6, 2.97, 4.83, 6.9, 5.02, 3.05, 0.0, 4.6, 2.3, 0.0, 5.02, 3.05, 2.0, 6.1, 3.05, 2.0, 7.56, 2.3, 4.0, 11.38, 4.61, 4.0, 7.6, 2.3, 2.0, 7.85, 2.3, 0.0, 4.6, 3.05, 2.0, 5.02, 3.05, 2.0, 5.02, 2.3, 0.0, 4.6, 3.05, 0.0, 6.0, 6.43, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.01, 4.79, 6.8, 3.11, 3.11, 2.3, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 14.7, 2.3, 4.6, 4.22, 5.11, 6.34, 36.96, 7.14, 6.6, 6.79, 6.71, 6.89, 1.8, 6.71, 6.71, 6.4, 6.4, 5.55, 3.83, 1.8, 0.0, 5.55, 3.6, 2.22, 0.0, 6.82, 6.82, 7.57, 6.68, 7.49, 7.85]"
40.0,4.75,104D,4.18,"[2.0, 2.3, 6.6, 2.9, 4.79, 6.0, 4.56, 5.94, 4.0, 5.02, 4.58, 3.05, 4.6, 3.06, 0.0, 12.6, 2.3, 5.06, 10.4, 10.65, 5.1, 8.1, 5.05, 5.14, 2.0, 3.05, 5.02, 8.0, 3.05, 4.6, 0.0, 2.3, 4.6, 7.72, 4.83, 6.9, 0.0, 2.2, 4.4, 6.6, 4.6, 3.05, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 6.1, 4.61, 2.0, 9.31, 2.3, 4.0, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 4.0, 4.6, 3.05, 2.0, 6.1, 2.3, 0.0, 5.02, 3.05, 2.0, 6.0, 6.43, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 6.22, 2.9, 2.9, 3.26, 4.97, 3.11, 4.79, 6.4, 4.2, 4.2, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 3.81, 5.35, 7.38, 6.79, 6.71, 6.61, 1.8, 1.8, 6.9, 6.4, 6.4, 3.6, 3.83, 2.22, 0.0, 5.4, 3.6, 1.8, 0.0, 6.82, 6.82, 6.91, 6.68, 6.62, 7.94]"
40.0,4.75,10CE,5.41,"[8.6, 0.0, 13.2, 8.85, 11.1, 13.37, 9.53, 11.65, 5.9, 10.54, 35.66, 3.9, 5.07, 2.3, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 5.14, 29.56, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 22.82, 4.6, 0.0, 2.2, 4.4, 6.6, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 5.02, 3.05, 0.0, 4.6, 2.3, 0.0, 17.08, 2.3, 2.0, 5.02, 3.05, 2.0, 5.02, 3.05, 2.0, 11.38, 2.3, 4.0, 5.02, 2.3, 2.0, 6.08, 2.3, 0.0, 5.02, 3.05, 4.0, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 4.6, 3.05, 0.0, 6.0, 6.43, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 6.22, 4.3, 4.79, 3.26, 4.79, 2.3, 2.3, 4.3, 4.3, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 5.02, 14.7, 3.05, 4.6, 5.9, 6.11, 6.76, 7.73, 7.1, 7.28, 5.14, 6.6, 6.79, 6.99, 6.61, 1.8, 6.71, 7.18, 6.4, 6.71, 3.6, 3.83, 2.22, 1.3, 3.6, 3.6, 1.8, 0.0, 6.82, 2.12, 2.12, 7.55, 7.49, 7.39]"
40.0,4.75,1210,4.34,"[8.6, 0.0, 6.6, 2.9, 4.79, 6.0, 9.53, 11.65, 4.0, 5.02, 3.05, 2.0, 5.07, 2.3, 1.9, 12.6, 12.81, 4.6, 10.4, 10.65, 11.37, 8.1, 8.42, 7.64, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 0.0, 2.2, 4.4, 6.6, 2.0, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 0.0, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 4.6, 2.3, 0.0, 5.02, 2.3, 0.0, 4.6, 3.05, 0.0, 4.6, 3.05, 2.0, 4.6, 2.3, 2.0, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 6.0, 6.43, 4.6, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 6.22, 4.3, 4.79, 3.26, 3.11, 2.3, 3.11, 6.4, 4.2, 2.1, 2.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 6.76, 7.73, 8.68, 9.55, 7.12, 6.71, 6.61, 1.8, 6.71, 7.18, 6.4, 6.71, 5.55, 3.83, 2.22, 1.3, 5.4, 3.6, 1.8, 1.3, 6.82, 6.82, 7.57, 6.68, 7.49, 6.55]"
40.0,4.75,1211,4.49,"[2.0, 4.3, 6.6, 2.9, 4.79, 6.0, 5.87, 4.61, 4.0, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 12.6, 12.81, 13.41, 10.4, 10.65, 11.37, 8.1, 8.42, 9.32, 2.0, 3.05, 5.02, 8.0, 2.3, 4.6, 6.0, 2.3, 5.02, 0.0, 2.2, 2.0, 2.97, 5.38, 4.57, 4.6, 2.3, 0.0, 4.6, 2.3, 0.0, 5.02, 3.05, 2.0, 6.1, 4.61, 2.0, 11.11, 6.43, 4.0, 5.02, 3.05, 4.0, 7.6, 3.05, 0.0, 4.6, 2.3, 2.0, 4.6, 3.05, 2.0, 4.6, 3.05, 2.0, 5.02, 2.3, 0.0, 4.6, 3.05, 2.0, 6.0, 6.43, 7.56, 4.61, 6.1, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.22, 4.3, 4.79, 3.26, 9.24, 3.11, 4.79, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 5.14, 8.35, 3.3, 5.0, 6.6, 6.84, 6.71, 6.61, 1.8, 6.9, 6.71, 6.4, 4.56, 5.55, 3.83, 2.22, 1.3, 5.4, 3.83, 1.8, 1.3, 6.61, 2.12, 2.12, 5.73, 7.49, 7.39]"
40.0,4.75,1212,4.86,"[13.2, 8.85, 11.1, 6.0, 9.53, 11.65, 4.0, 10.54, 12.49, 3.9, 5.07, 2.3, 1.9, 12.6, 12.81, 13.41, 10.4, 10.65, 5.1, 8.1, 8.42, 4.6, 2.0, 3.05, 5.02, 0.0, 3.05, 4.6, 0.0, 2.3, 5.02, 0.0, 2.2, 4.4, 6.6, 2.0, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 4.6, 2.3, 0.0, 4.6, 2.3, 0.0, 5.02, 3.05, 2.0, 6.1, 3.05, 2.0, 5.02, 2.3, 0.0, 5.02, 3.05, 2.0, 5.02, 3.05, 0.0, 4.6, 3.05, 0.0, 4.6, 2.3, 2.0, 4.6, 2.3, 0.0, 6.1, 2.3, 0.0, 6.1, 3.05, 0.0, 6.0, 6.43, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 4.97, 6.22, 4.79, 2.9, 6.8, 3.18, 2.3, 2.3, 6.7, 4.2, 2.1, 2.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 14.7, 3.05, 15.4, 6.76, 7.73, 7.1, 7.28, 9.55, 6.79, 6.71, 6.89, 7.55, 6.9, 6.71, 6.4, 6.71, 5.55, 3.83, 2.22, 0.0, 5.4, 3.6, 0.0, 6.82, 7.57, 7.57, 6.68, 7.49, 7.94]"
40.0,4.75,121D,4.92,"[2.0, 2.3, 13.2, 8.85, 11.1, 6.0, 9.53, 11.65, 4.0, 10.54, 12.49, 3.9, 4.6, 3.06, 1.9, 12.6, 12.81, 4.6, 10.4, 10.65, 5.1, 8.1, 8.42, 4.6, 2.0, 3.05, 5.02, 0.0, 3.05, 4.6, 2.0, 6.43, 4.6, 0.0, 2.2, 4.4, 6.6, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 9.58, 3.05, 0.0, 4.6, 2.3, 0.0, 17.08, 2.3, 0.0, 5.02, 3.05, 2.0, 7.56, 2.3, 12.5, 4.6, 3.05, 2.0, 7.6, 2.3, 0.0, 4.6, 3.05, 2.21, 4.6, 2.3, 2.0, 4.6, 2.3, 0.0, 5.02, 2.3, 2.0, 6.1, 3.05, 0.0, 6.0, 6.43, 4.6, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 6.22, 4.3, 4.79, 6.8, 4.97, 2.3, 4.79, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 14.7, 3.05, 5.02, 5.9, 6.11, 6.76, 7.73, 7.1, 7.28, 7.83, 8.68, 9.55, 7.12, 6.71, 6.61, 6.71, 1.8, 6.71, 6.4, 6.4, 5.55, 3.83, 2.22, 0.0, 5.4, 3.6, 1.8, 0.0, 6.61, 3.11, 2.12, 6.68, 6.62, 7.94]"
40.0,4.75,1F61,4.38,"[2.0, 0.0, 8.0, 7.56, 6.43, 6.0, 6.1, 4.61, 5.9, 6.11, 3.05, 2.0, 5.07, 3.06, 1.9, 12.6, 12.81, 4.6, 10.4, 10.65, 5.1, 8.1, 5.05, 5.14, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.0, 2.3, 4.6, 0.0, 2.2, 4.4, 2.97, 4.83, 4.57, 4.0, 4.57, 5.95, 5.02, 2.3, 2.0, 4.6, 2.3, 2.0, 5.02, 3.05, 0.0, 6.1, 4.61, 2.0, 4.6, 3.05, 0.0, 5.02, 2.3, 2.0, 5.02, 3.05, 2.0, 5.02, 3.05, 2.0, 5.02, 3.05, 2.0, 4.6, 3.05, 0.0, 5.02, 2.3, 2.0, 4.6, 3.05, 2.0, 6.0, 6.43, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 8.07, 6.01, 4.79, 4.79, 3.26, 4.79, 3.11, 2.3, 6.4, 4.2, 2.1, 2.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 5.93, 3.81, 5.35, 36.96, 7.13, 4.53, 5.88, 6.6, 6.79, 6.71, 6.61, 1.8, 6.71, 1.8, 6.4, 4.56, 3.6, 3.83, 2.22, 1.3, 5.4, 3.6, 2.22, 0.0, 6.82, 2.12, 2.12, 4.39, 6.62, 7.39]"
40.0,4.75,2005,4.53,"[8.6, 4.3, 6.6, 2.9, 4.79, 6.0, 9.53, 4.61, 4.0, 5.02, 4.58, 2.0, 4.6, 2.3, 1.9, 12.6, 12.81, 13.41, 10.4, 3.18, 5.1, 8.1, 8.42, 5.14, 2.0, 3.05, 5.02, 27.78, 3.05, 4.6, 0.0, 3.05, 5.02, 0.0, 2.2, 4.4, 6.6, 2.0, 2.97, 4.83, 6.9, 4.57, 7.72, 5.02, 3.05, 2.0, 4.6, 2.3, 0.0, 5.02, 3.05, 0.0, 5.02, 3.05, 2.0, 4.6, 3.05, 0.0, 5.02, 3.05, 2.0, 5.02, 2.3, 0.0, 4.6, 3.05, 0.0, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 5.02, 3.05, 0.0, 5.02, 2.3, 0.0, 6.0, 6.43, 7.56, 4.0, 4.61, 6.1, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 6.01, 4.3, 4.79, 4.88, 4.97, 2.3, 2.3, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 5.9, 6.11, 6.76, 7.73, 7.1, 7.28, 7.83, 8.68, 6.6, 7.12, 6.71, 6.61, 1.8, 6.9, 6.71, 6.4, 6.71, 5.55, 3.83, 2.22, 0.0, 5.4, 3.6, 1.8, 0.0, 6.82, 6.82, 4.72, 6.68, 6.62, 6.24]"
40.0,4.75,2055,4.55,"[8.6, 2.3, 8.8, 0.0, 2.0, 6.0, 5.87, 11.65, 5.9, 5.02, 4.58, 3.9, 4.6, 0.0, 1.9, 12.6, 3.11, 4.6, 10.4, 10.65, 11.37, 8.1, 8.42, 5.14, 29.56, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.2, 4.4, 2.0, 2.97, 4.83, 6.9, 4.0, 4.57, 5.95, 7.72, 4.6, 3.05, 2.0, 4.6, 2.3, 2.0, 5.02, 3.05, 0.0, 5.02, 3.05, 2.0, 5.02, 2.3, 2.0, 5.02, 2.3, 2.0, 4.6, 2.3, 0.0, 4.6, 3.05, 0.0, 4.6, 3.05, 2.0, 4.6, 3.05, 0.0, 5.02, 3.05, 2.0, 6.1, 3.05, 0.0, 6.0, 4.61, 5.02, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 9.97, 4.79, 7.15, 4.79, 3.11, 6.4, 4.2, 2.1, 0.0, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 14.7, 3.05, 5.02, 5.9, 6.76, 7.73, 7.1, 9.55, 7.12, 6.71, 6.61, 2.69, 6.71, 1.8, 4.1, 6.4, 3.6, 3.83, 2.22, 1.3, 5.4, 3.6, 2.22, 0.0, 6.61, 6.82, 6.82, 6.68, 6.62, 6.55]"
40.0,5.0,1002,4.14,"[2.0, 4.3, 8.0, 2.9, 2.0, 6.0, 4.56, 3.05, 4.0, 5.02, 4.58, 2.0, 5.07, 3.06, 0.0, 12.6, 2.3, 5.06, 10.4, 4.88, 5.1, 8.1, 5.05, 5.14, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 2.97, 4.83, 6.9, 0.0, 4.4, 6.6, 2.97, 4.83, 6.9, 5.02, 3.05, 0.0, 4.6, 2.3, 0.0, 5.02, 3.05, 0.0, 6.1, 3.05, 2.0, 6.1, 2.3, 2.0, 6.1, 3.05, 2.0, 5.02, 2.3, 0.0, 6.08, 2.3, 0.0, 4.6, 3.05, 2.0, 5.02, 3.05, 4.0, 5.02, 2.3, 0.0, 4.6, 2.3, 0.0, 6.0, 6.43, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 6.29, 6.22, 4.79, 3.26, 3.18, 2.3, 2.3, 6.4, 4.2, 2.1, 2.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 4.22, 3.51, 6.34, 36.96, 7.14, 6.6, 6.79, 6.71, 6.89, 1.8, 1.8, 1.8, 6.4, 4.56, 5.55, 3.83, 1.8, 0.0, 5.55, 3.6, 2.22, 0.0, 6.82, 6.82, 2.7, 5.73, 7.49, 7.39]"
