rho_0,alpha,device,,error_list
67.5,5.75,10CE,max,9.04
67.5,5.75,10CE,min,0.26
67.5,5.75,10CE,count,146.0
67.5,5.75,10CE,std,1.78
67.5,5.75,1210,mean,3.37
67.5,5.75,1210,median,3.2
67.5,5.75,1210,rmse,3.75
67.5,5.75,1210,max,7.65
67.5,5.75,1210,min,0.26
67.5,5.75,1210,count,143.0
67.5,5.75,1210,std,1.66
67.5,5.75,1211,mean,3.47
67.5,5.75,1211,median,3.33
67.5,5.75,1211,rmse,3.91
67.5,5.75,1211,max,7.97
67.5,5.75,1211,min,0.32
67.5,5.75,1211,count,136.0
67.5,5.75,1211,std,1.81
67.5,5.75,1212,mean,3.5
67.5,5.75,1212,median,3.46
67.5,5.75,1212,rmse,3.9
67.5,5.75,1212,max,9.88
67.5,5.75,1212,min,0.04
67.5,5.75,1212,count,141.0
67.5,5.75,1212,std,1.73
67.5,5.75,121D,mean,3.51
67.5,5.75,121D,median,3.1
67.5,5.75,121D,rmse,3.96
67.5,5.75,121D,max,10.5
67.5,5.75,121D,min,0.11
67.5,5.75,121D,count,147.0
67.5,5.75,121D,std,1.82
67.5,5.75,1F61,mean,3.41
67.5,5.75,1F61,median,3.31
67.5,5.75,1F61,rmse,3.82
67.5,5.75,1F61,max,10.33
67.5,5.75,1F61,min,0.31
67.5,5.75,1F61,count,144.0
67.5,5.75,1F61,std,1.71
67.5,5.75,2005,mean,3.44
67.5,5.75,2005,median,3.11
67.5,5.75,2005,rmse,3.89
67.5,5.75,2005,max,9.93
67.5,5.75,2005,min,0.02
67.5,5.75,2005,count,145.0
67.5,5.75,2005,std,1.81
67.5,5.75,2055,mean,3.35
67.5,5.75,2055,median,3.16
67.5,5.75,2055,rmse,3.78
67.5,5.75,2055,max,9.32
67.5,5.75,2055,min,0.01
67.5,5.75,2055,count,141.0
67.5,5.75,2055,std,1.75
67.5,6.0,1002,mean,3.29
67.5,6.0,1002,median,3.23
67.5,6.0,1002,rmse,3.71
67.5,6.0,1002,max,9.04
67.5,6.0,1002,min,0.34
67.5,6.0,1002,count,141.0
67.5,6.0,1002,std,1.71
67.5,6.0,104D,mean,3.38
67.5,6.0,104D,median,3.26
67.5,6.0,104D,rmse,3.77
67.5,6.0,104D,max,8.07
67.5,6.0,104D,min,0.21
67.5,6.0,104D,count,136.0
67.5,6.0,104D,std,1.67
67.5,6.0,10CE,mean,3.19
67.5,6.0,10CE,median,3.24
67.5,6.0,10CE,rmse,3.65
67.5,6.0,10CE,max,9.26
67.5,6.0,10CE,min,0.3
67.5,6.0,10CE,count,146.0
67.5,6.0,10CE,std,1.76
67.5,6.0,1210,mean,3.39
67.5,6.0,1210,median,3.18
67.5,6.0,1210,rmse,3.76
67.5,6.0,1210,max,8.02
67.5,6.0,1210,min,0.39
67.5,6.0,1210,count,143.0
67.5,6.0,1210,std,1.64
67.5,6.0,1211,mean,3.37
67.5,6.0,1211,median,3.33
67.5,6.0,1211,rmse,3.86
67.5,6.0,1211,max,9.37
67.5,6.0,1211,min,0.22
67.5,6.0,1211,count,136.0
67.5,6.0,1211,std,1.88
67.5,6.0,1212,mean,3.51
67.5,6.0,1212,median,3.53
67.5,6.0,1212,rmse,3.93
67.5,6.0,1212,max,8.75
67.5,6.0,1212,min,0.04
67.5,6.0,1212,count,141.0
67.5,6.0,1212,std,1.76
67.5,6.0,121D,mean,3.52
67.5,6.0,121D,median,3.31
67.5,6.0,121D,rmse,3.93
67.5,6.0,121D,max,12.2
67.5,6.0,121D,min,0.11
67.5,6.0,121D,count,147.0
67.5,6.0,121D,std,1.76
67.5,6.0,1F61,mean,3.3
67.5,6.0,1F61,median,3.06
67.5,6.0,1F61,rmse,3.72
67.5,6.0,1F61,max,9.57
67.5,6.0,1F61,min,0.31
67.5,6.0,1F61,count,144.0
67.5,6.0,1F61,std,1.71
67.5,6.0,2005,mean,3.36
67.5,6.0,2005,median,3.12
67.5,6.0,2005,rmse,3.76
67.5,6.0,2005,max,10.05
67.5,6.0,2005,min,0.09
67.5,6.0,2005,count,145.0
67.5,6.0,2005,std,1.7
67.5,6.0,2055,mean,3.29
67.5,6.0,2055,median,3.08
67.5,6.0,2055,rmse,3.73
67.5,6.0,2055,max,9.09
67.5,6.0,2055,min,0.13
67.5,6.0,2055,count,141.0
67.5,6.0,2055,std,1.76
70.0,1.0,1002,mean,13.62
70.0,1.0,1002,median,11.34
70.0,1.0,1002,rmse,16.67
70.0,1.0,1002,max,36.6
70.0,1.0,1002,min,0.37
70.0,1.0,1002,count,141.0
70.0,1.0,1002,std,9.6
70.0,1.0,104D,mean,13.97
70.0,1.0,104D,median,10.24
70.0,1.0,104D,rmse,17.2
70.0,1.0,104D,max,42.35
70.0,1.0,104D,min,0.0
70.0,1.0,104D,count,136.0
70.0,1.0,104D,std,10.04
70.0,1.0,10CE,mean,13.5
70.0,1.0,10CE,median,11.94
70.0,1.0,10CE,rmse,16.15
70.0,1.0,10CE,max,36.59
70.0,1.0,10CE,min,0.0
70.0,1.0,10CE,count,146.0
70.0,1.0,10CE,std,8.85
70.0,1.0,1210,mean,13.24
70.0,1.0,1210,median,11.83
70.0,1.0,1210,rmse,15.85
70.0,1.0,1210,max,32.66
70.0,1.0,1210,min,0.0
70.0,1.0,1210,count,143.0
70.0,1.0,1210,std,8.71
70.0,1.0,1211,mean,14.22
70.0,1.0,1211,median,11.0
70.0,1.0,1211,rmse,17.32
70.0,1.0,1211,max,37.69
70.0,1.0,1211,min,0.37
70.0,1.0,1211,count,136.0
70.0,1.0,1211,std,9.87
70.0,1.0,1212,mean,13.96
70.0,1.0,1212,median,12.97
70.0,1.0,1212,rmse,16.68
70.0,1.0,1212,max,32.81
70.0,1.0,1212,min,0.0
70.0,1.0,1212,count,141.0
70.0,1.0,1212,std,9.12
70.0,1.0,121D,mean,12.93
70.0,1.0,121D,median,11.49
70.0,1.0,121D,rmse,15.46
70.0,1.0,121D,max,33.68
70.0,1.0,121D,min,0.0
70.0,1.0,121D,count,147.0
70.0,1.0,121D,std,8.47
70.0,1.0,1F61,mean,13.12
70.0,1.0,1F61,median,10.84
70.0,1.0,1F61,rmse,16.12
70.0,1.0,1F61,max,35.86
70.0,1.0,1F61,min,0.38
70.0,1.0,1F61,count,144.0
70.0,1.0,1F61,std,9.36
70.0,1.0,2005,mean,13.21
70.0,1.0,2005,median,11.87
70.0,1.0,2005,rmse,15.86
70.0,1.0,2005,max,32.66
70.0,1.0,2005,min,0.1
70.0,1.0,2005,count,145.0
70.0,1.0,2005,std,8.79
70.0,1.0,2055,mean,13.37
70.0,1.0,2055,median,12.28
70.0,1.0,2055,rmse,15.87
70.0,1.0,2055,max,30.55
70.0,1.0,2055,min,0.0
70.0,1.0,2055,count,141.0
70.0,1.0,2055,std,8.55
70.0,1.25,1002,mean,12.71
70.0,1.25,1002,median,9.8
70.0,1.25,1002,rmse,15.65
70.0,1.25,1002,max,36.6
70.0,1.25,1002,min,0.54
70.0,1.25,1002,count,141.0
70.0,1.25,1002,std,9.13
70.0,1.25,104D,mean,11.11
70.0,1.25,104D,median,8.38
70.0,1.25,104D,rmse,14.09
70.0,1.25,104D,max,42.35
70.0,1.25,104D,min,0.0
70.0,1.25,104D,count,136.0
70.0,1.25,104D,std,8.67
70.0,1.25,10CE,mean,12.83
70.0,1.25,10CE,median,11.57
70.0,1.25,10CE,rmse,15.28
70.0,1.25,10CE,max,36.59
70.0,1.25,10CE,min,0.0
70.0,1.25,10CE,count,146.0
70.0,1.25,10CE,std,8.3
70.0,1.25,1210,mean,12.84
70.0,1.25,1210,median,11.56
70.0,1.25,1210,rmse,15.36
70.0,1.25,1210,max,32.6
70.0,1.25,1210,min,0.0
70.0,1.25,1210,count,143.0
70.0,1.25,1210,std,8.43
70.0,1.25,1211,mean,12.46
70.0,1.25,1211,median,9.18
70.0,1.25,1211,rmse,15.5
70.0,1.25,1211,max,32.81
70.0,1.25,1211,min,0.34
70.0,1.25,1211,count,136.0
70.0,1.25,1211,std,9.22
70.0,1.25,1212,mean,13.7
70.0,1.25,1212,median,12.29
70.0,1.25,1212,rmse,16.38
70.0,1.25,1212,max,32.81
70.0,1.25,1212,min,0.0
70.0,1.25,1212,count,141.0
70.0,1.25,1212,std,8.97
70.0,1.25,121D,mean,12.74
70.0,1.25,121D,median,11.56
70.0,1.25,121D,rmse,15.12
70.0,1.25,121D,max,29.79
70.0,1.25,121D,min,0.0
70.0,1.25,121D,count,147.0
70.0,1.25,121D,std,8.14
70.0,1.25,1F61,mean,11.59
70.0,1.25,1F61,median,8.72
70.0,1.25,1F61,rmse,14.46
70.0,1.25,1F61,max,34.5
70.0,1.25,1F61,min,0.0
70.0,1.25,1F61,count,144.0
70.0,1.25,1F61,std,8.64
70.0,1.25,2005,mean,12.65
70.0,1.25,2005,median,11.49
70.0,1.25,2005,rmse,15.18
70.0,1.25,2005,max,30.47
70.0,1.25,2005,min,0.1
70.0,1.25,2005,count,145.0
70.0,1.25,2005,std,8.38
70.0,1.25,2055,mean,13.09
70.0,1.25,2055,median,12.28
70.0,1.25,2055,rmse,15.52
70.0,1.25,2055,max,29.79
70.0,1.25,2055,min,0.0
70.0,1.25,2055,count,141.0
70.0,1.25,2055,std,8.35
70.0,1.5,1002,mean,9.27
70.0,1.5,1002,median,6.54
70.0,1.5,1002,rmse,11.71
70.0,1.5,1002,max,32.6
70.0,1.5,1002,min,0.4
70.0,1.5,1002,count,141.0
70.0,1.5,1002,std,7.16
70.0,1.5,104D,mean,8.8
70.0,1.5,104D,median,6.52
70.0,1.5,104D,rmse,11.12
70.0,1.5,104D,max,29.4
70.0,1.5,104D,min,0.0
70.0,1.5,104D,count,136.0
70.0,1.5,104D,std,6.79
70.0,1.5,10CE,mean,10.1
70.0,1.5,10CE,median,8.35
70.0,1.5,10CE,rmse,12.26
70.0,1.5,10CE,max,27.4
70.0,1.5,10CE,min,0.0
70.0,1.5,10CE,count,146.0
70.0,1.5,10CE,std,6.96
70.0,1.5,1210,mean,10.51
70.0,1.5,1210,median,8.4
70.0,1.5,1210,rmse,12.97
70.0,1.5,1210,max,30.45
70.0,1.5,1210,min,0.0
70.0,1.5,1210,count,143.0
70.0,1.5,1210,std,7.6
70.0,1.5,1211,mean,9.92
70.0,1.5,1211,median,6.76
70.0,1.5,1211,rmse,12.66
70.0,1.5,1211,max,32.66
70.0,1.5,1211,min,0.34
70.0,1.5,1211,count,136.0
70.0,1.5,1211,std,7.87
70.0,1.5,1212,mean,12.09
70.0,1.5,1212,median,11.34
70.0,1.5,1212,rmse,14.62
70.0,1.5,1212,max,32.6
70.0,1.5,1212,min,0.0
70.0,1.5,1212,count,141.0
70.0,1.5,1212,std,8.22
70.0,1.5,121D,mean,10.63
70.0,1.5,121D,median,8.9
70.0,1.5,121D,rmse,12.92
70.0,1.5,121D,max,29.51
70.0,1.5,121D,min,0.0
70.0,1.5,121D,count,147.0
70.0,1.5,121D,std,7.33
70.0,1.5,1F61,mean,8.39
70.0,1.5,1F61,median,5.9
70.0,1.5,1F61,rmse,10.72
70.0,1.5,1F61,max,29.4
70.0,1.5,1F61,min,0.0
70.0,1.5,1F61,count,144.0
70.0,1.5,1F61,std,6.67
70.0,1.5,2005,mean,10.26
70.0,1.5,2005,median,7.64
70.0,1.5,2005,rmse,12.57
70.0,1.5,2005,max,29.4
70.0,1.5,2005,min,0.1
70.0,1.5,2005,count,145.0
70.0,1.5,2005,std,7.26
70.0,1.5,2055,mean,10.57
70.0,1.5,2055,median,8.74
70.0,1.5,2055,rmse,12.92
70.0,1.5,2055,max,29.4
70.0,1.5,2055,min,0.0
70.0,1.5,2055,count,141.0
70.0,1.5,2055,std,7.42
70.0,1.75,1002,mean,6.43
70.0,1.75,1002,median,4.69
70.0,1.75,1002,rmse,8.31
70.0,1.75,1002,max,21.52
70.0,1.75,1002,min,0.4
70.0,1.75,1002,count,141.0
70.0,1.75,1002,std,5.28
70.0,1.75,104D,mean,5.5
70.0,1.75,104D,median,4.54
70.0,1.75,104D,rmse,7.23
70.0,1.75,104D,max,21.4
70.0,1.75,104D,min,0.0
70.0,1.75,104D,count,136.0
70.0,1.75,104D,std,4.69
70.0,1.75,10CE,mean,6.8
70.0,1.75,10CE,median,4.72
70.0,1.75,10CE,rmse,9.07
70.0,1.75,10CE,max,27.4
70.0,1.75,10CE,min,0.0
70.0,1.75,10CE,count,146.0
70.0,1.75,10CE,std,5.99
70.0,1.75,1210,mean,5.71
70.0,1.75,1210,median,4.21
70.0,1.75,1210,rmse,7.66
70.0,1.75,1210,max,21.93
70.0,1.75,1210,min,0.0
70.0,1.75,1210,count,143.0
70.0,1.75,1210,std,5.1
70.0,1.75,1211,mean,6.95
70.0,1.75,1211,median,4.72
70.0,1.75,1211,rmse,9.23
70.0,1.75,1211,max,25.5
70.0,1.75,1211,min,0.34
70.0,1.75,1211,count,136.0
70.0,1.75,1211,std,6.07
70.0,1.75,1212,mean,7.55
70.0,1.75,1212,median,5.02
70.0,1.75,1212,rmse,9.74
70.0,1.75,1212,max,25.4
70.0,1.75,1212,min,0.0
70.0,1.75,1212,count,141.0
70.0,1.75,1212,std,6.15
70.0,1.75,121D,mean,6.43
70.0,1.75,121D,median,4.6
70.0,1.75,121D,rmse,8.3
70.0,1.75,121D,max,21.4
70.0,1.75,121D,min,0.0
70.0,1.75,121D,count,147.0
70.0,1.75,121D,std,5.24
70.0,1.75,1F61,mean,5.29
70.0,1.75,1F61,median,3.8
70.0,1.75,1F61,rmse,7.12
70.0,1.75,1F61,max,23.4
70.0,1.75,1F61,min,0.0
70.0,1.75,1F61,count,144.0
70.0,1.75,1F61,std,4.78
70.0,1.75,2005,mean,6.69
70.0,1.75,2005,median,4.67
70.0,1.75,2005,rmse,8.82
70.0,1.75,2005,max,25.4
70.0,1.75,2005,min,0.1
70.0,1.75,2005,count,145.0
70.0,1.75,2005,std,5.75
70.0,1.75,2055,mean,6.22
70.0,1.75,2055,median,3.92
70.0,1.75,2055,rmse,8.6
70.0,1.75,2055,max,27.4
70.0,1.75,2055,min,0.0
70.0,1.75,2055,count,141.0
70.0,1.75,2055,std,5.94
70.0,2.0,1002,mean,3.7
70.0,2.0,1002,median,3.2
70.0,2.0,1002,rmse,4.49
70.0,2.0,1002,max,17.4
70.0,2.0,1002,min,0.0
70.0,2.0,1002,count,141.0
70.0,2.0,1002,std,2.54
70.0,2.0,104D,mean,2.98
70.0,2.0,104D,median,2.7
70.0,2.0,104D,rmse,3.44
70.0,2.0,104D,max,10.6
70.0,2.0,104D,min,0.0
70.0,2.0,104D,count,136.0
70.0,2.0,104D,std,1.72
70.0,2.0,10CE,mean,3.79
70.0,2.0,10CE,median,3.05
70.0,2.0,10CE,rmse,4.95
70.0,2.0,10CE,max,18.05
70.0,2.0,10CE,min,0.0
70.0,2.0,10CE,count,146.0
70.0,2.0,10CE,std,3.18
70.0,2.0,1210,mean,3.05
70.0,2.0,1210,median,2.66
70.0,2.0,1210,rmse,3.68
70.0,2.0,1210,max,13.3
70.0,2.0,1210,min,0.0
70.0,2.0,1210,count,143.0
70.0,2.0,1210,std,2.05
70.0,2.0,1211,mean,3.43
70.0,2.0,1211,median,3.1
70.0,2.0,1211,rmse,4.04
70.0,2.0,1211,max,14.07
70.0,2.0,1211,min,0.34
70.0,2.0,1211,count,136.0
70.0,2.0,1211,std,2.14
70.0,2.0,1212,mean,3.91
70.0,2.0,1212,median,3.03
70.0,2.0,1212,rmse,5.0
70.0,2.0,1212,max,15.4
70.0,2.0,1212,min,0.0
70.0,2.0,1212,count,141.0
70.0,2.0,1212,std,3.13
70.0,2.0,121D,mean,3.85
70.0,2.0,121D,median,3.11
70.0,2.0,121D,rmse,5.01
70.0,2.0,121D,max,18.05
70.0,2.0,121D,min,0.0
70.0,2.0,121D,count,147.0
70.0,2.0,121D,std,3.21
70.0,2.0,1F61,mean,3.12
70.0,2.0,1F61,median,2.76
70.0,2.0,1F61,rmse,3.72
70.0,2.0,1F61,max,13.3
70.0,2.0,1F61,min,0.0
70.0,2.0,1F61,count,144.0
70.0,2.0,1F61,std,2.02
70.0,2.0,2005,mean,3.53
70.0,2.0,2005,median,3.06
70.0,2.0,2005,rmse,4.25
70.0,2.0,2005,max,14.39
70.0,2.0,2005,min,0.0
70.0,2.0,2005,count,145.0
70.0,2.0,2005,std,2.37
70.0,2.0,2055,mean,3.19
70.0,2.0,2055,median,2.65
70.0,2.0,2055,rmse,3.91
70.0,2.0,2055,max,15.4
70.0,2.0,2055,min,0.0
70.0,2.0,2055,count,141.0
70.0,2.0,2055,std,2.26
70.0,2.25,1002,mean,2.91
70.0,2.25,1002,median,2.74
70.0,2.25,1002,rmse,3.34
70.0,2.25,1002,max,10.4
70.0,2.25,1002,min,0.0
70.0,2.25,1002,count,141.0
70.0,2.25,1002,std,1.64
70.0,2.25,104D,mean,2.72
70.0,2.25,104D,median,2.56
70.0,2.25,104D,rmse,3.15
70.0,2.25,104D,max,7.0
70.0,2.25,104D,min,0.0
70.0,2.25,104D,count,136.0
70.0,2.25,104D,std,1.57
70.0,2.25,10CE,mean,2.87
70.0,2.25,10CE,median,2.58
70.0,2.25,10CE,rmse,3.4
70.0,2.25,10CE,max,10.95
70.0,2.25,10CE,min,0.0
70.0,2.25,10CE,count,146.0
70.0,2.25,10CE,std,1.83
70.0,2.25,1210,mean,2.72
70.0,2.25,1210,median,2.39
70.0,2.25,1210,rmse,3.13
70.0,2.25,1210,max,8.8
70.0,2.25,1210,min,0.1
70.0,2.25,1210,count,143.0
70.0,2.25,1210,std,1.55
70.0,2.25,1211,mean,2.85
70.0,2.25,1211,median,2.78
70.0,2.25,1211,rmse,3.19
70.0,2.25,1211,max,6.41
70.0,2.25,1211,min,0.16
70.0,2.25,1211,count,136.0
70.0,2.25,1211,std,1.43
70.0,2.25,1212,mean,3.13
70.0,2.25,1212,median,2.66
70.0,2.25,1212,rmse,3.8
70.0,2.25,1212,max,13.31
70.0,2.25,1212,min,0.15
70.0,2.25,1212,count,141.0
70.0,2.25,1212,std,2.15
70.0,2.25,121D,mean,2.9
70.0,2.25,121D,median,2.53
70.0,2.25,121D,rmse,3.47
70.0,2.25,121D,max,15.27
70.0,2.25,121D,min,0.0
70.0,2.25,121D,count,147.0
70.0,2.25,121D,std,1.89
70.0,2.25,1F61,mean,2.76
70.0,2.25,1F61,median,2.6
70.0,2.25,1F61,rmse,3.26
70.0,2.25,1F61,max,13.3
70.0,2.25,1F61,min,0.0
70.0,2.25,1F61,count,144.0
70.0,2.25,1F61,std,1.73
70.0,2.25,2005,mean,2.92
70.0,2.25,2005,median,2.51
70.0,2.25,2005,rmse,3.41
70.0,2.25,2005,max,13.3
70.0,2.25,2005,min,0.04
70.0,2.25,2005,count,145.0
70.0,2.25,2005,std,1.77
70.0,2.25,2055,mean,2.71
70.0,2.25,2055,median,2.51
70.0,2.25,2055,rmse,3.06
70.0,2.25,2055,max,6.98
70.0,2.25,2055,min,0.1
70.0,2.25,2055,count,141.0
70.0,2.25,2055,std,1.42
70.0,2.5,1002,mean,2.66
70.0,2.5,1002,median,2.59
70.0,2.5,1002,rmse,3.01
70.0,2.5,1002,max,7.05
70.0,2.5,1002,min,0.0
70.0,2.5,1002,count,141.0
70.0,2.5,1002,std,1.4
70.0,2.5,104D,mean,2.65
70.0,2.5,104D,median,2.49
70.0,2.5,104D,rmse,3.05
70.0,2.5,104D,max,7.0
70.0,2.5,104D,min,0.0
70.0,2.5,104D,count,136.0
70.0,2.5,104D,std,1.5
70.0,2.5,10CE,mean,2.68
70.0,2.5,10CE,median,2.6
70.0,2.5,10CE,rmse,3.07
70.0,2.5,10CE,max,7.79
70.0,2.5,10CE,min,0.0
70.0,2.5,10CE,count,146.0
70.0,2.5,10CE,std,1.5
70.0,2.5,1210,mean,2.56
70.0,2.5,1210,median,2.39
70.0,2.5,1210,rmse,2.9
70.0,2.5,1210,max,6.25
70.0,2.5,1210,min,0.39
70.0,2.5,1210,count,143.0
70.0,2.5,1210,std,1.37
70.0,2.5,1211,mean,2.75
70.0,2.5,1211,median,2.68
70.0,2.5,1211,rmse,3.09
70.0,2.5,1211,max,6.23
70.0,2.5,1211,min,0.32
70.0,2.5,1211,count,136.0
70.0,2.5,1211,std,1.42
70.0,2.5,1212,mean,2.85
70.0,2.5,1212,median,2.73
70.0,2.5,1212,rmse,3.25
70.0,2.5,1212,max,6.82
70.0,2.5,1212,min,0.15
70.0,2.5,1212,count,141.0
70.0,2.5,1212,std,1.56
70.0,2.5,121D,mean,2.76
70.0,2.5,121D,median,2.62
70.0,2.5,121D,rmse,3.15
70.0,2.5,121D,max,7.15
70.0,2.5,121D,min,0.0
70.0,2.5,121D,count,147.0
70.0,2.5,121D,std,1.52
70.0,2.5,1F61,mean,2.61
70.0,2.5,1F61,median,2.42
70.0,2.5,1F61,rmse,2.95
70.0,2.5,1F61,max,7.02
70.0,2.5,1F61,min,0.2
70.0,2.5,1F61,count,144.0
70.0,2.5,1F61,std,1.39
70.0,2.5,2005,mean,2.72
70.0,2.5,2005,median,2.57
70.0,2.5,2005,rmse,3.14
70.0,2.5,2005,max,13.3
70.0,2.5,2005,min,0.04
70.0,2.5,2005,count,145.0
70.0,2.5,2005,std,1.56
70.0,2.5,2055,mean,2.57
70.0,2.5,2055,median,2.37
70.0,2.5,2055,rmse,2.91
70.0,2.5,2055,max,6.11
70.0,2.5,2055,min,0.15
70.0,2.5,2055,count,141.0
70.0,2.5,2055,std,1.38
70.0,2.75,1002,mean,2.66
70.0,2.75,1002,median,2.55
70.0,2.75,1002,rmse,3.01
70.0,2.75,1002,max,6.45
70.0,2.75,1002,min,0.0
70.0,2.75,1002,count,141.0
70.0,2.75,1002,std,1.41
70.0,2.75,104D,mean,2.82
70.0,2.75,104D,median,2.6
70.0,2.75,104D,rmse,3.19
70.0,2.75,104D,max,7.23
70.0,2.75,104D,min,0.16
70.0,2.75,104D,count,136.0
70.0,2.75,104D,std,1.5
70.0,2.75,10CE,mean,2.63
70.0,2.75,10CE,median,2.42
70.0,2.75,10CE,rmse,3.02
70.0,2.75,10CE,max,6.78
70.0,2.75,10CE,min,0.3
70.0,2.75,10CE,count,146.0
70.0,2.75,10CE,std,1.47
70.0,2.75,1210,mean,2.61
70.0,2.75,1210,median,2.4
70.0,2.75,1210,rmse,2.96
70.0,2.75,1210,max,6.76
70.0,2.75,1210,min,0.4
70.0,2.75,1210,count,143.0
70.0,2.75,1210,std,1.39
70.0,2.75,1211,mean,2.83
70.0,2.75,1211,median,2.73
70.0,2.75,1211,rmse,3.17
70.0,2.75,1211,max,6.43
70.0,2.75,1211,min,0.2
70.0,2.75,1211,count,136.0
70.0,2.75,1211,std,1.43
70.0,2.75,1212,mean,2.76
70.0,2.75,1212,median,2.71
70.0,2.75,1212,rmse,3.14
70.0,2.75,1212,max,7.06
70.0,2.75,1212,min,0.2
70.0,2.75,1212,count,141.0
70.0,2.75,1212,std,1.49
70.0,2.75,121D,mean,2.72
70.0,2.75,121D,median,2.67
70.0,2.75,121D,rmse,3.08
70.0,2.75,121D,max,7.15
70.0,2.75,121D,min,0.04
70.0,2.75,121D,count,147.0
70.0,2.75,121D,std,1.44
70.0,2.75,1F61,mean,2.63
70.0,2.75,1F61,median,2.63
70.0,2.75,1F61,rmse,2.92
70.0,2.75,1F61,max,6.46
70.0,2.75,1F61,min,0.31
70.0,2.75,1F61,count,144.0
70.0,2.75,1F61,std,1.27
70.0,2.75,2005,mean,2.68
70.0,2.75,2005,median,2.54
70.0,2.75,2005,rmse,2.98
70.0,2.75,2005,max,6.86
70.0,2.75,2005,min,0.3
70.0,2.75,2005,count,145.0
70.0,2.75,2005,std,1.29
70.0,2.75,2055,mean,2.64
70.0,2.75,2055,median,2.47
70.0,2.75,2055,rmse,2.97
70.0,2.75,2055,max,6.11
70.0,2.75,2055,min,0.22
70.0,2.75,2055,count,141.0
70.0,2.75,2055,std,1.36
70.0,3.0,1002,mean,2.86
70.0,3.0,1002,median,2.7
70.0,3.0,1002,rmse,3.23
70.0,3.0,1002,max,7.03
70.0,3.0,1002,min,0.15
70.0,3.0,1002,count,141.0
70.0,3.0,1002,std,1.49
70.0,3.0,104D,mean,3.0
70.0,3.0,104D,median,2.74
70.0,3.0,104D,rmse,3.36
70.0,3.0,104D,max,7.23
70.0,3.0,104D,min,0.16
70.0,3.0,104D,count,136.0
70.0,3.0,104D,std,1.52
70.0,3.0,10CE,mean,2.86
70.0,3.0,10CE,median,2.64
70.0,3.0,10CE,rmse,3.28
70.0,3.0,10CE,max,7.12
70.0,3.0,10CE,min,0.3
70.0,3.0,10CE,count,146.0
70.0,3.0,10CE,std,1.59
70.0,3.0,1210,mean,2.81
70.0,3.0,1210,median,2.66
70.0,3.0,1210,rmse,3.18
70.0,3.0,1210,max,7.63
70.0,3.0,1210,min,0.44
70.0,3.0,1210,count,143.0
70.0,3.0,1210,std,1.48
70.0,3.0,1211,mean,2.99
70.0,3.0,1211,median,2.91
70.0,3.0,1211,rmse,3.34
70.0,3.0,1211,max,6.49
70.0,3.0,1211,min,0.2
70.0,3.0,1211,count,136.0
70.0,3.0,1211,std,1.49
70.0,3.0,1212,mean,2.92
70.0,3.0,1212,median,2.78
70.0,3.0,1212,rmse,3.29
70.0,3.0,1212,max,7.42
70.0,3.0,1212,min,0.0
70.0,3.0,1212,count,141.0
70.0,3.0,1212,std,1.53
70.0,3.0,121D,mean,2.99
70.0,3.0,121D,median,2.79
70.0,3.0,121D,rmse,3.38
70.0,3.0,121D,max,7.23
70.0,3.0,121D,min,0.11
70.0,3.0,121D,count,147.0
70.0,3.0,121D,std,1.59
70.0,3.0,1F61,mean,2.91
70.0,3.0,1F61,median,2.8
70.0,3.0,1F61,rmse,3.26
70.0,3.0,1F61,max,8.28
70.0,3.0,1F61,min,0.31
70.0,3.0,1F61,count,144.0
70.0,3.0,1F61,std,1.46
70.0,3.0,2005,mean,2.8
70.0,3.0,2005,median,2.7
70.0,3.0,2005,rmse,3.11
70.0,3.0,2005,max,6.86
70.0,3.0,2005,min,0.35
70.0,3.0,2005,count,145.0
70.0,3.0,2005,std,1.36
70.0,3.0,2055,mean,2.81
70.0,3.0,2055,median,2.49
70.0,3.0,2055,rmse,3.2
70.0,3.0,2055,max,8.37
70.0,3.0,2055,min,0.09
70.0,3.0,2055,count,141.0
70.0,3.0,2055,std,1.54
70.0,3.25,1002,mean,3.03
70.0,3.25,1002,median,2.92
70.0,3.25,1002,rmse,3.46
70.0,3.25,1002,max,9.37
70.0,3.25,1002,min,0.31
70.0,3.25,1002,count,141.0
70.0,3.25,1002,std,1.68
70.0,3.25,104D,mean,3.22
70.0,3.25,104D,median,3.04
70.0,3.25,104D,rmse,3.62
70.0,3.25,104D,max,7.25
70.0,3.25,104D,min,0.0
70.0,3.25,104D,count,136.0
70.0,3.25,104D,std,1.66
70.0,3.25,10CE,mean,3.18
70.0,3.25,10CE,median,3.02
70.0,3.25,10CE,rmse,3.63
70.0,3.25,10CE,max,7.93
70.0,3.25,10CE,min,0.3
70.0,3.25,10CE,count,146.0
70.0,3.25,10CE,std,1.74
70.0,3.25,1210,mean,3.06
70.0,3.25,1210,median,2.96
70.0,3.25,1210,rmse,3.46
70.0,3.25,1210,max,7.63
70.0,3.25,1210,min,0.44
70.0,3.25,1210,count,143.0
70.0,3.25,1210,std,1.62
70.0,3.25,1211,mean,3.16
70.0,3.25,1211,median,3.02
70.0,3.25,1211,rmse,3.57
70.0,3.25,1211,max,7.67
70.0,3.25,1211,min,0.2
70.0,3.25,1211,count,136.0
70.0,3.25,1211,std,1.68
70.0,3.25,1212,mean,3.14
70.0,3.25,1212,median,2.82
70.0,3.25,1212,rmse,3.56
70.0,3.25,1212,max,8.2
70.0,3.25,1212,min,0.3
